icao,season,period,view,condition,taf_forecast,taf_hit,taf_pct,metar_observed,metar_caught,metar_pct
SBAR,Verao,12-18,sem_intensidade,+RA,0,0,,0,0,
SBAR,Verao,18-24,exato,TS,16,0,0.0,4,0,0.0
SBAR,Verao,18-24,exato,+RA,0,0,,0,0,
SBAR,Verao,18-24,exato,+TSRA,0,0,,0,0,
SBAR,Verao,18-24,exato,TSRA,4,0,0.0,0,0,
SBAR,Verao,18-24,sem_intensidade,TS,16,0,0.0,4,0,0.0
SBAR,Verao,18-24,sem_intensidade,TSRA,4,0,0.0,0,0,
SBAR,Verao,18-24,sem_intensidade,+RA,0,0,,0,0,
SBAR,Verao,TODOS,exato,TS,16,0,0.0,6,0,0.0
SBAR,Verao,TODOS,exato,+RA,0,0,,1,0,0.0
SBAR,Verao,TODOS,exato,+TSRA,0,0,,0,0,
SBAR,Verao,TODOS,exato,TSRA,22,0,0.0,1,0,0.0
SBAR,Verao,TODOS,sem_intensidade,TS,16,0,0.0,6,0,0.0
SBAR,Verao,TODOS,sem_intensidade,TSRA,22,0,0.0,1,0,0.0
SBAR,Verao,TODOS,sem_intensidade,+RA,0,0,,1,0,0.0
SBAR,Outono,00-06,exato,TS,0,0,,0,0,
SBAR,Outono,00-06,exato,+RA,0,0,,0,0,
SBAR,Outono,00-06,exato,+TSRA,0,0,,0,0,
SBAR,Outono,00-06,exato,TSRA,0,0,,0,0,
SBAR,Outono,00-06,sem_intensidade,TS,0,0,,0,0,
SBAR,Outono,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBAR,Outono,00-06,sem_intensidade,+RA,0,0,,0,0,
SBAR,Outono,06-12,exato,TS,0,0,,0,0,
SBAR,Outono,06-12,exato,+RA,0,0,,0,0,
SBAR,Outono,06-12,exato,+TSRA,0,0,,0,0,
SBAR,Outono,06-12,exato,TSRA,0,0,,0,0,
SBAR,Outono,06-12,sem_intensidade,TS,0,0,,0,0,
SBAR,Outono,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBAR,Outono,06-12,sem_intensidade,+RA,0,0,,0,0,
SBAR,Outono,12-18,exato,TS,2,0,0.0,0,0,
SBAR,Outono,12-18,exato,+RA,0,0,,0,0,
SBAR,Outono,12-18,exato,+TSRA,0,0,,0,0,
SBAR,Outono,12-18,exato,TSRA,0,0,,0,0,
SBAR,Outono,12-18,sem_intensidade,TS,2,0,0.0,0,0,
SBAR,Outono,12-18,sem_intensidade,TSRA,0,0,,0,0,
SBAR,Outono,12-18,sem_intensidade,+RA,0,0,,0,0,
SBAR,Outono,18-24,exato,TS,0,0,,0,0,
SBAR,Outono,18-24,exato,+RA,0,0,,0,0,
SBAR,Outono,18-24,exato,+TSRA,0,0,,0,0,
SBAR,Outono,18-24,exato,TSRA,0,0,,0,0,
SBAR,Outono,18-24,sem_intensidade,TS,0,0,,0,0,
SBAR,Outono,18-24,sem_intensidade,TSRA,0,0,,2,0,0.0
SBAR,Outono,18-24,sem_intensidade,+RA,0,0,,0,0,
SBAR,Outono,TODOS,exato,TS,2,0,0.0,0,0,
SBAR,Outono,TODOS,exato,+RA,0,0,,0,0,
SBAR,Outono,TODOS,exato,+TSRA,0,0,,0,0,
SBAR,Outono,TODOS,exato,TSRA,0,0,,0,0,
SBAR,Outono,TODOS,sem_intensidade,TS,2,0,0.0,0,0,
SBAR,Outono,TODOS,sem_intensidade,TSRA,0,0,,2,0,0.0
SBAR,Outono,TODOS,sem_intensidade,+RA,0,0,,0,0,
SBAR,Inverno,00-06,exato,TS,0,0,,0,0,
SBAR,Inverno,00-06,exato,+RA,0,0,,4,0,0.0
SBAR,Inverno,00-06,exato,+TSRA,0,0,,0,0,
SBAR,Inverno,00-06,exato,TSRA,0,0,,0,0,
SBAR,Inverno,00-06,sem_intensidade,TS,0,0,,0,0,
SBAR,Inverno,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBAR,Inverno,00-06,sem_intensidade,+RA,0,0,,4,0,0.0
SBAR,Inverno,06-12,exato,TS,0,0,,0,0,
SBAR,Inverno,06-12,exato,+RA,0,0,,0,0,
SBAR,Inverno,06-12,exato,+TSRA,1,0,0.0,0,0,
SBAR,Inverno,06-12,exato,TSRA,0,0,,0,0,
SBAR,Inverno,06-12,sem_intensidade,TS,0,0,,0,0,
SBAR,Inverno,06-12,sem_intensidade,TSRA,1,0,0.0,0,0,
SBAR,Inverno,06-12,sem_intensidade,+RA,0,0,,0,0,
SBAR,Inverno,12-18,exato,TS,0,0,,0,0,
SBAR,Inverno,12-18,exato,+RA,0,0,,1,0,0.0
SBAR,Inverno,12-18,exato,+TSRA,0,0,,0,0,
SBAR,Inverno,12-18,exato,TSRA,3,0,0.0,0,0,
SBAR,Inverno,12-18,sem_intensidade,TS,0,0,,0,0,
