icao,season,period,view,condition,taf_forecast,taf_hit,taf_pct,metar_observed,metar_caught,metar_pct
SBAQ,Outono,TODOS,exato,TSRA,0,0,,0,0,
SBAQ,Outono,TODOS,sem_intensidade,TS,0,0,,0,0,
SBAQ,Outono,TODOS,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Outono,TODOS,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Inverno,00-06,exato,TS,0,0,,0,0,
SBAQ,Inverno,00-06,exato,+RA,0,0,,0,0,
SBAQ,Inverno,00-06,exato,+TSRA,0,0,,0,0,
SBAQ,Inverno,00-06,exato,TSRA,0,0,,0,0,
SBAQ,Inverno,00-06,sem_intensidade,TS,0,0,,0,0,
SBAQ,Inverno,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Inverno,00-06,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Inverno,06-12,exato,TS,0,0,,0,0,
SBAQ,Inverno,06-12,exato,+RA,0,0,,0,0,
SBAQ,Inverno,06-12,exato,+TSRA,0,0,,0,0,
SBAQ,Inverno,06-12,exato,TSRA,0,0,,0,0,
SBAQ,Inverno,06-12,sem_intensidade,TS,0,0,,0,0,
SBAQ,Inverno,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Inverno,06-12,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Inverno,12-18,exato,TS,0,0,,0,0,
SBAQ,Inverno,12-18,exato,+RA,0,0,,0,0,
SBAQ,Inverno,12-18,exato,+TSRA,0,0,,0,0,
SBAQ,Inverno,12-18,exato,TSRA,0,0,,0,0,
SBAQ,Inverno,12-18,sem_intensidade,TS,0,0,,0,0,
SBAQ,Inverno,12-18,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Inverno,12-18,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Inverno,18-24,exato,TS,0,0,,0,0,
SBAQ,Inverno,18-24,exato,+RA,0,0,,0,0,
SBAQ,Inverno,18-24,exato,+TSRA,0,0,,0,0,
SBAQ,Inverno,18-24,exato,TSRA,0,0,,0,0,
SBAQ,Inverno,18-24,sem_intensidade,TS,0,0,,0,0,
SBAQ,Inverno,18-24,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Inverno,18-24,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Inverno,TODOS,exato,TS,0,0,,0,0,
SBAQ,Inverno,TODOS,exato,+RA,0,0,,0,0,
SBAQ,Inverno,TODOS,exato,+TSRA,0,0,,0,0,
SBAQ,Inverno,TODOS,exato,TSRA,0,0,,0,0,
SBAQ,Inverno,TODOS,sem_intensidade,TS,0,0,,0,0,
SBAQ,Inverno,TODOS,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Inverno,TODOS,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Primavera,00-06,exato,TS,0,0,,0,0,
SBAQ,Primavera,00-06,exato,+RA,0,0,,0,0,
SBAQ,Primavera,00-06,exato,+TSRA,0,0,,0,0,
SBAQ,Primavera,00-06,exato,TSRA,0,0,,0,0,
SBAQ,Primavera,00-06,sem_intensidade,TS,0,0,,0,0,
SBAQ,Primavera,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Primavera,00-06,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Primavera,06-12,exato,TS,0,0,,0,0,
SBAQ,Primavera,06-12,exato,+RA,0,0,,0,0,
SBAQ,Primavera,06-12,exato,+TSRA,0,0,,0,0,
SBAQ,Primavera,06-12,exato,TSRA,0,0,,0,0,
SBAQ,Primavera,06-12,sem_intensidade,TS,0,0,,0,0,
SBAQ,Primavera,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Primavera,06-12,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Primavera,12-18,exato,TS,0,0,,0,0,
SBAQ,Primavera,12-18,exato,+RA,0,0,,0,0,
SBAQ,Primavera,12-18,exato,+TSRA,0,0,,0,0,
SBAQ,Primavera,12-18,exato,TSRA,0,0,,0,0,
SBAQ,Primavera,12-18,sem_intensidade,TS,0,0,,0,0,
SBAQ,Primavera,12-18,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Primavera,12-18,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Primavera,18-24,exato,TS,0,0,,0,0,
SBAQ,Primavera,18-24,exato,+RA,0,0,,0,0,
SBAQ,Primavera,18-24,exato,+TSRA,0,0,,0,0,
SBAQ,Primavera,18-24,exato,TSRA,0,0,,0,0,
SBAQ,Primavera,18-24,sem_intensidade,TS,0,0,,0,0,
SBAQ,Primavera,18-24,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Primavera,18-24,sem_intensidade,+RA,0,0,,0,0,
SBAQ,Primavera,TODOS,exato,TS,0,0,,0,0,
SBAQ,Primavera,TODOS,exato,+RA,0,0,,0,0,
SBAQ,Primavera,TODOS,exato,+TSRA,0,0,,0,0,
SBAQ,Primavera,TODOS,exato,TSRA,0,0,,0,0,
SBAQ,Primavera,TODOS,sem_intensidade,TS,0,0,,0,0,
SBAQ,Primavera,TODOS,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,Primavera,TODOS,sem_intensidade,+RA,0,0,,0,0,
SBAQ,TODAS,00-06,exato,TS,0,0,,0,0,
SBAQ,TODAS,00-06,exato,+RA,0,0,,0,0,
SBAQ,TODAS,00-06,exato,+TSRA,0,0,,0,0,
SBAQ,TODAS,00-06,exato,TSRA,0,0,,0,0,
SBAQ,TODAS,00-06,sem_intensidade,TS,0,0,,0,0,
SBAQ,TODAS,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,TODAS,00-06,sem_intensidade,+RA,0,0,,0,0,
SBAQ,TODAS,06-12,exato,TS,0,0,,0,0,
SBAQ,TODAS,06-12,exato,+RA,0,0,,0,0,
SBAQ,TODAS,06-12,exato,+TSRA,0,0,,0,0,
SBAQ,TODAS,06-12,exato,TSRA,0,0,,0,0,
SBAQ,TODAS,06-12,sem_intensidade,TS,0,0,,0,0,
SBAQ,TODAS,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,TODAS,06-12,sem_intensidade,+RA,0,0,,0,0,
SBAQ,TODAS,12-18,exato,TS,0,0,,0,0,
SBAQ,TODAS,12-18,exato,+RA,0,0,,0,0,
SBAQ,TODAS,12-18,exato,+TSRA,0,0,,0,0,
SBAQ,TODAS,12-18,exato,TSRA,0,0,,0,0,
SBAQ,TODAS,12-18,sem_intensidade,TS,0,0,,0,0,
SBAQ,TODAS,12-18,sem_intensidade,TSRA,0,0,,0,0,
SBAQ,TODAS,12-18,sem_intensidade,+RA,0,0,,0,0,
SBAQ,TODAS,18-24,exato,TS,0,0,,0,0,
SBAQ,TODAS,18-24,exato,+RA,0,0,,0,0,
SBAQ,TODAS,18-24,exato,+TSRA,0,0,,0,0,
