icao,season,period,n_comparable,correct,false_positive,miss,pct_correct
SDIY,Outono,TODOS,0,0,0,0,
SDIY,Inverno,00-06,0,0,0,0,
SDIY,Inverno,06-12,0,0,0,0,
SDIY,Inverno,12-18,0,0,0,0,
SDIY,Inverno,18-24,0,0,0,0,
SDIY,Inverno,TODOS,0,0,0,0,
SDIY,Primavera,00-06,0,0,0,0,
SDIY,Primavera,06-12,0,0,0,0,
SDIY,Primavera,12-18,0,0,0,0,
SDIY,Primavera,18-24,0,0,0,0,
SDIY,Primavera,TODOS,0,0,0,0,
SDIY,TODAS,00-06,0,0,0,0,
SDIY,TODAS,06-12,0,0,0,0,
SDIY,TODAS,12-18,0,0,0,0,
SDIY,TODAS,18-24,0,0,0,0,
SDIY,TODAS,TODOS,0,0,0,0,
SNBR,Verao,00-06,0,0,0,0,
SNBR,Verao,06-12,0,0,0,0,
SNBR,Verao,12-18,0,0,0,0,
SNBR,Verao,18-24,0,0,0,0,
SNBR,Verao,TODOS,0,0,0,0,
SNBR,Outono,00-06,0,0,0,0,
SNBR,Outono,06-12,0,0,0,0,
SNBR,Outono,12-18,0,0,0,0,
SNBR,Outono,18-24,0,0,0,0,
SNBR,Outono,TODOS,0,0,0,0,
SNBR,Inverno,00-06,0,0,0,0,
SNBR,Inverno,06-12,0,0,0,0,
SNBR,Inverno,12-18,0,0,0,0,
SNBR,Inverno,18-24,0,0,0,0,
SNBR,Inverno,TODOS,0,0,0,0,
SNBR,Primavera,00-06,0,0,0,0,
SNBR,Primavera,06-12,0,0,0,0,
SNBR,Primavera,12-18,0,0,0,0,
SNBR,Primavera,18-24,0,0,0,0,
SNBR,Primavera,TODOS,0,0,0,0,
SNBR,TODAS,00-06,0,0,0,0,
SNBR,TODAS,06-12,0,0,0,0,
SNBR,TODAS,12-18,0,0,0,0,
SNBR,TODAS,18-24,0,0,0,0,
SNBR,TODAS,TODOS,0,0,0,0,
SNCP,Verao,00-06,0,0,0,0,
SNCP,Verao,06-12,0,0,0,0,
SNCP,Verao,12-18,0,0,0,0,
SNCP,Verao,18-24,0,0,0,0,
SNCP,Verao,TODOS,0,0,0,0,
SNCP,Outono,00-06,0,0,0,0,
SNCP,Outono,06-12,0,0,0,0,
SNCP,Outono,12-18,0,0,0,0,
SNCP,Outono,18-24,0,0,0,0,
SNCP,Outono,TODOS,0,0,0,0,
SNCP,Inverno,00-06,0,0,0,0,
SNCP,Inverno,06-12,0,0,0,0,
SNCP,Inverno,12-18,0,0,0,0,
SNCP,Inverno,18-24,0,0,0,0,
SNCP,Inverno,TODOS,0,0,0,0,
SNCP,Primavera,00-06,0,0,0,0,
SNCP,Primavera,06-12,0,0,0,0,
SNCP,Primavera,12-18,0,0,0,0,
SNCP,Primavera,18-24,0,0,0,0,
SNCP,Primavera,TODOS,0,0,0,0,
SNCP,TODAS,00-06,0,0,0,0,
SNCP,TODAS,06-12,0,0,0,0,
SNCP,TODAS,12-18,0,0,0,0,
SNCP,TODAS,18-24,0,0,0,0,
SNCP,TODAS,TODOS,0,0,0,0,
SNGI,Verao,00-06,0,0,0,0,
SNGI,Verao,06-12,0,0,0,0,
SNGI,Verao,12-18,0,0,0,0,
SNGI,Verao,18-24,0,0,0,0,
SNGI,Verao,TODOS,0,0,0,0,
SNGI,Outono,00-06,0,0,0,0,
SNGI,Outono,06-12,0,0,0,0,
SNGI,Outono,12-18,0,0,0,0,
SNGI,Outono,18-24,0,0,0,0,
SNGI,Outono,TODOS,0,0,0,0,
SNGI,Inverno,00-06,0,0,0,0,
SNGI,Inverno,06-12,0,0,0,0,
SNGI,Inverno,12-18,0,0,0,0,
SNGI,Inverno,18-24,0,0,0,0,
SNGI,Inverno,TODOS,0,0,0,0,
SNGI,Primavera,00-06,0,0,0,0,
SNGI,Primavera,06-12,0,0,0,0,
SNGI,Primavera,12-18,0,0,0,0,
SNGI,Primavera,18-24,0,0,0,0,
SNGI,Primavera,TODOS,0,0,0,0,
SNGI,TODAS,00-06,0,0,0,0,
SNGI,TODAS,06-12,0,0,0,0,
SNGI,TODAS,12-18,0,0,0,0,
SNGI,TODAS,18-24,0,0,0,0,
SNGI,TODAS,TODOS,0,0,0,0,
SNPD,Verao,00-06,0,0,0,0,
SNPD,Verao,06-12,0,0,0,0,
SNPD,Verao,12-18,0,0,0,0,
SNPD,Verao,18-24,0,0,0,0,
SNPD,Verao,TODOS,0,0,0,0,
SNPD,Outono,00-06,0,0,0,0,
SNPD,Outono,06-12,0,0,0,0,
SNPD,Outono,12-18,0,0,0,0,
SNPD,Outono,18-24,0,0,0,0,
SNPD,Outono,TODOS,0,0,0,0,
SNPD,Inverno,00-06,0,0,0,0,
SNPD,Inverno,06-12,0,0,0,0,
SNPD,Inverno,12-18,0,0,0,0,
SNPD,Inverno,18-24,0,0,0,0,
SNPD,Inverno,TODOS,0,0,0,0,
SNPD,Primavera,00-06,0,0,0,0,
SNPD,Primavera,06-12,0,0,0,0,
SNPD,Primavera,12-18,0,0,0,0,
SNPD,Primavera,18-24,0,0,0,0,
SNPD,Primavera,TODOS,0,0,0,0,
SNPD,TODAS,00-06,0,0,0,0,
SNPD,TODAS,06-12,0,0,0,0,
SNPD,TODAS,12-18,0,0,0,0,
SNPD,TODAS,18-24,0,0,0,0,
SNPD,TODAS,TODOS,0,0,0,0,
SNRU,Verao,00-06,0,0,0,0,
SNRU,Verao,06-12,0,0,0,0,
SNRU,Verao,12-18,0,0,0,0,
SNRU,Verao,18-24,0,0,0,0,
SNRU,Verao,TODOS,0,0,0,0,
SNRU,Outono,00-06,0,0,0,0,
SNRU,Outono,06-12,0,0,0,0,
SNRU,Outono,12-18,0,0,0,0,
SNRU,Outono,18-24,0,0,0,0,
SNRU,Outono,TODOS,0,0,0,0,
SNRU,Inverno,00-06,0,0,0,0,
SNRU,Inverno,06-12,0,0,0,0,
SNRU,Inverno,12-18,0,0,0,0,
SNRU,Inverno,18-24,0,0,0,0,
SNRU,Inverno,TODOS,0,0,0,0,
SNRU,Primavera,00-06,0,0,0,0,
SNRU,Primavera,06-12,0,0,0,0,
SNRU,Primavera,12-18,0,0,0,0,
SNRU,Primavera,18-24,0,0,0,0,
SNRU,Primavera,TODOS,0,0,0,0,
SNRU,TODAS,00-06,0,0,0,0,
SNRU,TODAS,06-12,0,0,0,0,
SNRU,TODAS,12-18,0,0,0,0,
SNRU,TODAS,18-24,0,0,0,0,
SNRU,TODAS,TODOS,0,0,0,0,
SNTF,Verao,00-06,0,0,0,0,
SNTF,Verao,06-12,0,0,0,0,
SNTF,Verao,12-18,0,0,0,0,
SNTF,Verao,18-24,0,0,0,0,
SNTF,Verao,TODOS,0,0,0,0,
SNTF,Outono,00-06,0,0,0,0,
SNTF,Outono,06-12,0,0,0,0,
SNTF,Outono,12-18,0,0,0,0,
SNTF,Outono,18-24,0,0,0,0,
SNTF,Outono,TODOS,0,0,0,0,
SNTF,Inverno,00-06,0,0,0,0,
SNTF,Inverno,06-12,0,0,0,0,
SNTF,Inverno,12-18,0,0,0,0,
SNTF,Inverno,18-24,0,0,0,0,
SNTF,Inverno,TODOS,0,0,0,0,
SNTF,Primavera,00-06,0,0,0,0,
SNTF,Primavera,06-12,0,0,0,0,
SNTF,Primavera,12-18,0,0,0,0,
SNTF,Primavera,18-24,0,0,0,0,
SNTF,Primavera,TODOS,0,0,0,0,
SNTF,TODAS,00-06,0,0,0,0,
SNTF,TODAS,06-12,0,0,0,0,
SNTF,TODAS,12-18,0,0,0,0,
SNTF,TODAS,18-24,0,0,0,0,
SNTF,TODAS,TODOS,0,0,0,0,
SSKW,Verao,00-06,0,0,0,0,
SSKW,Verao,06-12,0,0,0,0,
SSKW,Verao,12-18,0,0,0,0,
SSKW,Verao,18-24,84,56,9,19,66.7
SSKW,Verao,TODOS,84,56,9,19,66.7
SSKW,Outono,00-06,0,0,0,0,
SSKW,Outono,06-12,0,0,0,0,
SSKW,Outono,12-18,62,55,2,5,88.7
SSKW,Outono,18-24,123,106,6,11,86.2
SSKW,Outono,TODOS,185,161,8,16,87.0
SSKW,Inverno,00-06,0,0,0,0,
SSKW,Inverno,06-12,0,0,0,0,
SSKW,Inverno,12-18,37,35,1,1,94.6
SSKW,Inverno,18-24,101,90,4,7,89.1
SSKW,Inverno,TODOS,138,125,5,8,90.6
SSKW,Primavera,00-06,0,0,0,0,
SSKW,Primavera,06-12,0,0,0,0,
SSKW,Primavera,12-18,0,0,0,0,
SSKW,Primavera,18-24,86,56,13,17,65.1
SSKW,Primavera,TODOS,86,56,13,17,65.1
SSKW,TODAS,00-06,0,0,0,0,
SSKW,TODAS,06-12,0,0,0,0,
SSKW,TODAS,12-18,99,90,3,6,90.9
SSKW,TODAS,18-24,394,308,32,54,78.2
SSKW,TODAS,TODOS,493,398,35,60,80.7
SWEI,Verao,00-06,0,0,0,0,
SWEI,Verao,06-12,0,0,0,0,
SWEI,Verao,12-18,0,0,0,0,
SWEI,Verao,18-24,0,0,0,0,
SWEI,Verao,TODOS,0,0,0,0,
SWEI,Outono,00-06,0,0,0,0,
SWEI,Outono,06-12,0,0,0,0,
SWEI,Outono,12-18,0,0,0,0,
SWEI,Outono,18-24,0,0,0,0,
SWEI,Outono,TODOS,0,0,0,0,
SWEI,Inverno,00-06,0,0,0,0,
SWEI,Inverno,06-12,0,0,0,0,
SWEI,Inverno,12-18,0,0,0,0,
SWEI,Inverno,18-24,0,0,0,0,
SWEI,Inverno,TODOS,0,0,0,0,
SWEI,Primavera,00-06,0,0,0,0,
SWEI,Primavera,06-12,0,0,0,0,
SWEI,Primavera,12-18,0,0,0,0,
SWEI,Primavera,18-24,0,0,0,0,
SWEI,Primavera,TODOS,0,0,0,0,
SWEI,TODAS,00-06,0,0,0,0,
SWEI,TODAS,06-12,0,0,0,0,
SWEI,TODAS,12-18,0,0,0,0,
SWEI,TODAS,18-24,0,0,0,0,
SWEI,TODAS,TODOS,0,0,0,0,
SWKQ,Verao,00-06,0,0,0,0,
SWKQ,Verao,06-12,0,0,0,0,
SWKQ,Verao,12-18,0,0,0,0,
SWKQ,Verao,18-24,0,0,0,0,
SWKQ,Verao,TODOS,0,0,0,0,
SWKQ,Outono,00-06,0,0,0,0,
SWKQ,Outono,06-12,0,0,0,0,
SWKQ,Outono,12-18,0,0,0,0,
SWKQ,Outono,18-24,0,0,0,0,
SWKQ,Outono,TODOS,0,0,0,0,
SWKQ,Inverno,00-06,0,0,0,0,
SWKQ,Inverno,06-12,0,0,0,0,
SWKQ,Inverno,12-18,0,0,0,0,
SWKQ,Inverno,18-24,0,0,0,0,
SWKQ,Inverno,TODOS,0,0,0,0,
SWKQ,Primavera,00-06,0,0,0,0,
SWKQ,Primavera,06-12,0,0,0,0,
SWKQ,Primavera,12-18,0,0,0,0,
SWKQ,Primavera,18-24,0,0,0,0,
SWKQ,Primavera,TODOS,0,0,0,0,
SWKQ,TODAS,00-06,0,0,0,0,
SWKQ,TODAS,06-12,0,0,0,0,
SWKQ,TODAS,12-18,0,0,0,0,
SWKQ,TODAS,18-24,0,0,0,0,
SWKQ,TODAS,TODOS,0,0,0,0,
SWLC,Verao,00-06,0,0,0,0,
SWLC,Verao,06-12,0,0,0,0,
SWLC,Verao,12-18,0,0,0,0,
SWLC,Verao,18-24,0,0,0,0,
SWLC,Verao,TODOS,0,0,0,0,
SWLC,Outono,00-06,0,0,0,0,
SWLC,Outono,06-12,0,0,0,0,
SWLC,Outono,12-18,0,0,0,0,
SWLC,Outono,18-24,0,0,0,0,
SWLC,Outono,TODOS,0,0,0,0,
SWLC,Inverno,00-06,0,0,0,0,
SWLC,Inverno,06-12,0,0,0,0,
SWLC,Inverno,12-18,0,0,0,0,
SWLC,Inverno,18-24,0,0,0,0,
SWLC,Inverno,TODOS,0,0,0,0,
SWLC,Primavera,00-06,0,0,0,0,
SWLC,Primavera,06-12,0,0,0,0,
SWLC,Primavera,12-18,0,0,0,0,
SWLC,Primavera,18-24,0,0,0,0,
SWLC,Primavera,TODOS,0,0,0,0,
SWLC,TODAS,00-06,0,0,0,0,
SWLC,TODAS,06-12,0,0,0,0,
SWLC,TODAS,12-18,0,0,0,0,
SWLC,TODAS,18-24,0,0,0,0,
SWLC,TODAS,TODOS,0,0,0,0,
SWPI,Verao,00-06,0,0,0,0,
SWPI,Verao,06-12,0,0,0,0,
SWPI,Verao,12-18,0,0,0,0,
SWPI,Verao,18-24,0,0,0,0,
SWPI,Verao,TODOS,0,0,0,0,
SWPI,Outono,00-06,0,0,0,0,
SWPI,Outono,06-12,0,0,0,0,
SWPI,Outono,12-18,0,0,0,0,
SWPI,Outono,18-24,0,0,0,0,
SWPI,Outono,TODOS,0,0,0,0,
SWPI,Inverno,00-06,0,0,0,0,
SWPI,Inverno,06-12,0,0,0,0,
SWPI,Inverno,12-18,0,0,0,0,
SWPI,Inverno,18-24,0,0,0,0,
SWPI,Inverno,TODOS,0,0,0,0,
SWPI,Primavera,00-06,0,0,0,0,
SWPI,Primavera,06-12,0,0,0,0,
SWPI,Primavera,12-18,0,0,0,0,
SWPI,Primavera,18-24,0,0,0,0,
SWPI,Primavera,TODOS,0,0,0,0,
SWPI,TODAS,00-06,0,0,0,0,
SWPI,TODAS,06-12,0,0,0,0,
SWPI,TODAS,12-18,0,0,0,0,
SWPI,TODAS,18-24,0,0,0,0,
SWPI,TODAS,TODOS,0,0,0,0,
TODOS,Verao,00-06,5920,4450,704,766,75.2
TODOS,Verao,06-12,5103,3989,694,420,78.2
TODOS,Verao,12-18,10544,8988,639,917,85.2
TODOS,Verao,18-24,10502,7592,1671,1239,72.3
TODOS,Verao,TODOS,32069,25019,3708,3342,78.0
TODOS,Outono,00-06,6265,5197,635,433,83.0
TODOS,Outono,06-12,5090,3187,1251,652,62.6
TODOS,Outono,12-18,11237,9768,575,894,86.9
TODOS,Outono,18-24,11092,9205,1182,705,83.0
TODOS,Outono,TODOS,33684,27357,3643,2684,81.2
TODOS,Inverno,00-06,6329,5337,723,269,84.3
TODOS,Inverno,06-12,5454,3991,1106,357,73.2
TODOS,Inverno,12-18,11468,10368,537,563,90.4
TODOS,Inverno,18-24,11743,10350,856,537,88.1
TODOS,Inverno,TODOS,34994,30046,3222,1726,85.9
TODOS,Primavera,00-06,6185,4955,578,652,80.1
TODOS,Primavera,06-12,5431,4059,939,433,74.7
TODOS,Primavera,12-18,10919,9515,731,673,87.1
TODOS,Primavera,18-24,10784,8542,1406,836,79.2
TODOS,Primavera,TODOS,33319,27071,3654,2594,81.2
TODOS,TODAS,00-06,24699,19939,2640,2120,80.7
TODOS,TODAS,06-12,21078,15226,3990,1862,72.2
TODOS,TODAS,12-18,44168,38639,2482,3047,87.5
TODOS,TODAS,18-24,44121,35689,5115,3317,80.9
TODOS,TODAS,TODOS,134066,109493,14227,10346,81.7
