icao,season,period,n_comparable,correct,false_positive,miss,pct_correct
SBAC,Verao,00-06,0,0,0,0,
SBAC,Verao,06-12,0,0,0,0,
SBAC,Verao,12-18,0,0,0,0,
SBAC,Verao,18-24,0,0,0,0,
SBAC,Verao,TODOS,0,0,0,0,
SBAC,Outono,00-06,0,0,0,0,
SBAC,Outono,06-12,0,0,0,0,
SBAC,Outono,12-18,0,0,0,0,
SBAC,Outono,18-24,0,0,0,0,
SBAC,Outono,TODOS,0,0,0,0,
SBAC,Inverno,00-06,0,0,0,0,
SBAC,Inverno,06-12,0,0,0,0,
SBAC,Inverno,12-18,0,0,0,0,
SBAC,Inverno,18-24,0,0,0,0,
SBAC,Inverno,TODOS,0,0,0,0,
SBAC,Primavera,00-06,0,0,0,0,
SBAC,Primavera,06-12,0,0,0,0,
SBAC,Primavera,12-18,0,0,0,0,
SBAC,Primavera,18-24,0,0,0,0,
SBAC,Primavera,TODOS,0,0,0,0,
SBAC,TODAS,00-06,0,0,0,0,
SBAC,TODAS,06-12,0,0,0,0,
SBAC,TODAS,12-18,0,0,0,0,
SBAC,TODAS,18-24,0,0,0,0,
SBAC,TODAS,TODOS,0,0,0,0,
SBAQ,Verao,00-06,0,0,0,0,
SBAQ,Verao,06-12,0,0,0,0,
SBAQ,Verao,12-18,0,0,0,0,
SBAQ,Verao,18-24,0,0,0,0,
SBAQ,Verao,TODOS,0,0,0,0,
SBAQ,Outono,00-06,0,0,0,0,
SBAQ,Outono,06-12,0,0,0,0,
SBAQ,Outono,12-18,0,0,0,0,
SBAQ,Outono,18-24,0,0,0,0,
SBAQ,Outono,TODOS,0,0,0,0,
SBAQ,Inverno,00-06,0,0,0,0,
SBAQ,Inverno,06-12,0,0,0,0,
SBAQ,Inverno,12-18,0,0,0,0,
SBAQ,Inverno,18-24,0,0,0,0,
SBAQ,Inverno,TODOS,0,0,0,0,
SBAQ,Primavera,00-06,0,0,0,0,
SBAQ,Primavera,06-12,0,0,0,0,
SBAQ,Primavera,12-18,0,0,0,0,
SBAQ,Primavera,18-24,0,0,0,0,
SBAQ,Primavera,TODOS,0,0,0,0,
SBAQ,TODAS,00-06,0,0,0,0,
SBAQ,TODAS,06-12,0,0,0,0,
SBAQ,TODAS,12-18,0,0,0,0,
SBAQ,TODAS,18-24,0,0,0,0,
SBAQ,TODAS,TODOS,0,0,0,0,
SBAT,Verao,00-06,0,0,0,0,
SBAT,Verao,06-12,0,0,0,0,
SBAT,Verao,12-18,144,97,17,30,67.4
SBAT,Verao,18-24,0,0,0,0,
SBAT,Verao,TODOS,144,97,17,30,67.4
SBAT,Outono,00-06,0,0,0,0,
SBAT,Outono,06-12,0,0,0,0,
SBAT,Outono,12-18,150,130,3,17,86.7
SBAT,Outono,18-24,1,0,1,0,0.0
SBAT,Outono,TODOS,151,130,4,17,86.1
SBAT,Inverno,00-06,1,1,0,0,100.0
SBAT,Inverno,06-12,0,0,0,0,
SBAT,Inverno,12-18,120,118,1,1,98.3
SBAT,Inverno,18-24,52,47,5,0,90.4
SBAT,Inverno,TODOS,173,166,6,1,96.0
SBAT,Primavera,00-06,0,0,0,0,
SBAT,Primavera,06-12,0,0,0,0,
SBAT,Primavera,12-18,125,97,15,13,77.6
SBAT,Primavera,18-24,44,28,15,1,63.6
SBAT,Primavera,TODOS,169,125,30,14,74.0
SBAT,TODAS,00-06,1,1,0,0,100.0
SBAT,TODAS,06-12,0,0,0,0,
SBAT,TODAS,12-18,539,442,36,61,82.0
SBAT,TODAS,18-24,97,75,21,1,77.3
SBAT,TODAS,TODOS,637,518,57,62,81.3
SBAU,Verao,00-06,97,84,7,6,86.6
SBAU,Verao,06-12,45,42,0,3,93.3
SBAU,Verao,12-18,233,207,14,12,88.8
SBAU,Verao,18-24,280,220,43,17,78.6
SBAU,Verao,TODOS,655,553,64,38,84.4
SBAU,Outono,00-06,90,85,0,5,94.4
SBAU,Outono,06-12,15,15,0,0,100.0
SBAU,Outono,12-18,239,222,8,9,92.9
SBAU,Outono,18-24,260,250,4,6,96.2
SBAU,Outono,TODOS,604,572,12,20,94.7
SBAU,Inverno,00-06,149,146,2,1,98.0
SBAU,Inverno,06-12,38,38,0,0,100.0
SBAU,Inverno,12-18,274,268,1,5,97.8
SBAU,Inverno,18-24,309,303,2,4,98.1
SBAU,Inverno,TODOS,770,755,5,10,98.1
SBAU,Primavera,00-06,113,103,5,5,91.2
SBAU,Primavera,06-12,33,26,6,1,78.8
SBAU,Primavera,12-18,259,227,12,20,87.6
SBAU,Primavera,18-24,274,240,25,9,87.6
SBAU,Primavera,TODOS,679,596,48,35,87.8
SBAU,TODAS,00-06,449,418,14,17,93.1
SBAU,TODAS,06-12,131,121,6,4,92.4
SBAU,TODAS,12-18,1005,924,35,46,91.9
SBAU,TODAS,18-24,1123,1013,74,36,90.2
SBAU,TODAS,TODOS,2708,2476,129,103,91.4
SBAX,Verao,00-06,0,0,0,0,
SBAX,Verao,06-12,0,0,0,0,
SBAX,Verao,12-18,0,0,0,0,
SBAX,Verao,18-24,0,0,0,0,
SBAX,Verao,TODOS,0,0,0,0,
SBAX,Outono,00-06,0,0,0,0,
SBAX,Outono,06-12,0,0,0,0,
SBAX,Outono,12-18,0,0,0,0,
SBAX,Outono,18-24,0,0,0,0,
SBAX,Outono,TODOS,0,0,0,0,
SBAX,Inverno,00-06,0,0,0,0,
SBAX,Inverno,06-12,0,0,0,0,
SBAX,Inverno,12-18,0,0,0,0,
SBAX,Inverno,18-24,0,0,0,0,
SBAX,Inverno,TODOS,0,0,0,0,
SBAX,Primavera,00-06,0,0,0,0,
SBAX,Primavera,06-12,0,0,0,0,
SBAX,Primavera,12-18,0,0,0,0,
SBAX,Primavera,18-24,0,0,0,0,
SBAX,Primavera,TODOS,0,0,0,0,
SBAX,TODAS,00-06,0,0,0,0,
SBAX,TODAS,06-12,0,0,0,0,
SBAX,TODAS,12-18,0,0,0,0,
SBAX,TODAS,18-24,0,0,0,0,
SBAX,TODAS,TODOS,0,0,0,0,
SBBE,Verao,00-06,0,0,0,0,
SBBE,Verao,06-12,18,15,2,1,83.3
SBBE,Verao,12-18,88,50,15,23,56.8
SBBE,Verao,18-24,38,25,7,6,65.8
SBBE,Verao,TODOS,144,90,24,30,62.5
SBBE,Outono,00-06,0,0,0,0,
SBBE,Outono,06-12,106,88,14,4,83.0
SBBE,Outono,12-18,126,79,19,28,62.7
SBBE,Outono,18-24,74,35,20,19,47.3
SBBE,Outono,TODOS,306,202,53,51,66.0
SBBE,Inverno,00-06,12,12,0,0,100.0
SBBE,Inverno,06-12,94,94,0,0,100.0
SBBE,Inverno,12-18,111,97,3,11,87.4
SBBE,Inverno,18-24,71,46,15,10,64.8
SBBE,Inverno,TODOS,288,249,18,21,86.5
SBBE,Primavera,00-06,14,14,0,0,100.0
SBBE,Primavera,06-12,13,13,0,0,100.0
SBBE,Primavera,12-18,103,85,5,13,82.5
SBBE,Primavera,18-24,78,60,14,4,76.9
SBBE,Primavera,TODOS,208,172,19,17,82.7
SBBE,TODAS,00-06,26,26,0,0,100.0
SBBE,TODAS,06-12,231,210,16,5,90.9
SBBE,TODAS,12-18,428,311,42,75,72.7
SBBE,TODAS,18-24,261,166,56,39,63.6
SBBE,TODAS,TODOS,946,713,114,119,75.4
SBBR,Verao,00-06,349,285,16,48,81.7
SBBR,Verao,06-12,125,100,10,15,80.0
SBBR,Verao,12-18,272,228,10,34,83.8
SBBR,Verao,18-24,226,123,79,24,54.4
SBBR,Verao,TODOS,972,736,115,121,75.7
SBBR,Outono,00-06,296,268,9,19,90.5
SBBR,Outono,06-12,154,146,1,7,94.8
SBBR,Outono,12-18,324,307,1,16,94.8
SBBR,Outono,18-24,298,264,17,17,88.6
SBBR,Outono,TODOS,1072,985,28,59,91.9
SBBR,Inverno,00-06,276,273,0,3,98.9
SBBR,Inverno,06-12,162,160,0,2,98.8
SBBR,Inverno,12-18,308,305,0,3,99.0
SBBR,Inverno,18-24,301,295,2,4,98.0
SBBR,Inverno,TODOS,1047,1033,2,12,98.7
SBBR,Primavera,00-06,336,268,27,41,79.8
SBBR,Primavera,06-12,152,136,4,12,89.5
SBBR,Primavera,12-18,338,292,5,41,86.4
SBBR,Primavera,18-24,270,182,69,19,67.4
SBBR,Primavera,TODOS,1096,878,105,113,80.1
SBBR,TODAS,00-06,1257,1094,52,111,87.0
SBBR,TODAS,06-12,593,542,15,36,91.4
SBBR,TODAS,12-18,1242,1132,16,94,91.1
SBBR,TODAS,18-24,1095,864,167,64,78.9
SBBR,TODAS,TODOS,4187,3632,250,305,86.7
SBBV,Verao,00-06,113,102,11,0,90.3
SBBV,Verao,06-12,268,260,8,0,97.0
SBBV,Verao,12-18,319,316,0,3,99.1
SBBV,Verao,18-24,264,237,9,18,89.8
SBBV,Verao,TODOS,964,915,28,21,94.9
SBBV,Outono,00-06,114,78,27,9,68.4
SBBV,Outono,06-12,256,179,47,30,69.9
SBBV,Outono,12-18,273,214,25,34,78.4
SBBV,Outono,18-24,274,203,34,37,74.1
SBBV,Outono,TODOS,917,674,133,110,73.5
SBBV,Inverno,00-06,125,94,15,16,75.2
SBBV,Inverno,06-12,251,197,54,0,78.5
SBBV,Inverno,12-18,271,219,17,35,80.8
SBBV,Inverno,18-24,289,187,52,50,64.7
SBBV,Inverno,TODOS,936,697,138,101,74.5
SBBV,Primavera,00-06,139,108,15,16,77.7
SBBV,Primavera,06-12,244,213,25,6,87.3
SBBV,Primavera,12-18,270,243,10,17,90.0
SBBV,Primavera,18-24,280,191,28,61,68.2
SBBV,Primavera,TODOS,933,755,78,100,80.9
SBBV,TODAS,00-06,491,382,68,41,77.8
SBBV,TODAS,06-12,1019,849,134,36,83.3
SBBV,TODAS,12-18,1133,992,52,89,87.6
SBBV,TODAS,18-24,1107,818,123,166,73.9
SBBV,TODAS,TODOS,3750,3041,377,332,81.1
SBCA,Verao,00-06,0,0,0,0,
SBCA,Verao,06-12,11,9,1,1,81.8
SBCA,Verao,12-18,264,216,16,32,81.8
SBCA,Verao,18-24,5,3,1,1,60.0
SBCA,Verao,TODOS,280,228,18,34,81.4
SBCA,Outono,00-06,8,7,0,1,87.5
SBCA,Outono,06-12,10,10,0,0,100.0
SBCA,Outono,12-18,270,233,4,33,86.3
SBCA,Outono,18-24,27,24,2,1,88.9
SBCA,Outono,TODOS,315,274,6,35,87.0
SBCA,Inverno,00-06,1,1,0,0,100.0
SBCA,Inverno,06-12,6,5,1,0,83.3
SBCA,Inverno,12-18,191,173,7,11,90.6
SBCA,Inverno,18-24,26,22,2,2,84.6
SBCA,Inverno,TODOS,224,201,10,13,89.7
SBCA,Primavera,00-06,3,1,0,2,33.3
SBCA,Primavera,06-12,9,5,2,2,55.6
SBCA,Primavera,12-18,205,169,28,8,82.4
SBCA,Primavera,18-24,6,5,0,1,83.3
SBCA,Primavera,TODOS,223,180,30,13,80.7
SBCA,TODAS,00-06,12,9,0,3,75.0
SBCA,TODAS,06-12,36,29,4,3,80.6
SBCA,TODAS,12-18,930,791,55,84,85.1
SBCA,TODAS,18-24,64,54,5,5,84.4
SBCA,TODAS,TODOS,1042,883,64,95,84.7
SBCB,Verao,00-06,0,0,0,0,
SBCB,Verao,06-12,0,0,0,0,
SBCB,Verao,12-18,0,0,0,0,
SBCB,Verao,18-24,0,0,0,0,
SBCB,Verao,TODOS,0,0,0,0,
SBCB,Outono,00-06,0,0,0,0,
SBCB,Outono,06-12,0,0,0,0,
SBCB,Outono,12-18,0,0,0,0,
SBCB,Outono,18-24,0,0,0,0,
SBCB,Outono,TODOS,0,0,0,0,
SBCB,Inverno,00-06,0,0,0,0,
SBCB,Inverno,06-12,0,0,0,0,
SBCB,Inverno,12-18,0,0,0,0,
SBCB,Inverno,18-24,0,0,0,0,
SBCB,Inverno,TODOS,0,0,0,0,
SBCB,Primavera,00-06,0,0,0,0,
SBCB,Primavera,06-12,0,0,0,0,
SBCB,Primavera,12-18,0,0,0,0,
SBCB,Primavera,18-24,0,0,0,0,
SBCB,Primavera,TODOS,0,0,0,0,
SBCB,TODAS,00-06,0,0,0,0,
SBCB,TODAS,06-12,0,0,0,0,
SBCB,TODAS,12-18,0,0,0,0,
SBCB,TODAS,18-24,0,0,0,0,
SBCB,TODAS,TODOS,0,0,0,0,
SBCF,Verao,00-06,465,336,42,87,72.3
SBCF,Verao,06-12,59,50,5,4,84.7
SBCF,Verao,12-18,384,319,6,59,83.1
SBCF,Verao,18-24,510,318,111,81,62.4
SBCF,Verao,TODOS,1418,1023,164,231,72.1
SBCF,Outono,00-06,464,430,13,21,92.7
SBCF,Outono,06-12,53,50,1,2,94.3
SBCF,Outono,12-18,336,330,1,5,98.2
SBCF,Outono,18-24,602,503,49,50,83.6
SBCF,Outono,TODOS,1455,1313,64,78,90.2
SBCF,Inverno,00-06,403,399,0,4,99.0
SBCF,Inverno,06-12,38,37,0,1,97.4
SBCF,Inverno,12-18,465,465,0,0,100.0
SBCF,Inverno,18-24,644,624,4,16,96.9
SBCF,Inverno,TODOS,1550,1525,4,21,98.4
SBCF,Primavera,00-06,494,391,43,60,79.1
SBCF,Primavera,06-12,66,56,4,6,84.8
SBCF,Primavera,12-18,544,498,19,27,91.5
SBCF,Primavera,18-24,560,429,75,56,76.6
SBCF,Primavera,TODOS,1664,1374,141,149,82.6
SBCF,TODAS,00-06,1826,1556,98,172,85.2
SBCF,TODAS,06-12,216,193,10,13,89.4
SBCF,TODAS,12-18,1729,1612,26,91,93.2
SBCF,TODAS,18-24,2316,1874,239,203,80.9
SBCF,TODAS,TODOS,6087,5235,373,479,86.0
SBCG,Verao,00-06,0,0,0,0,
SBCG,Verao,06-12,80,73,1,6,91.2
SBCG,Verao,12-18,196,170,4,22,86.7
SBCG,Verao,18-24,137,80,26,31,58.4
SBCG,Verao,TODOS,413,323,31,59,78.2
SBCG,Outono,00-06,0,0,0,0,
SBCG,Outono,06-12,41,34,5,2,82.9
SBCG,Outono,12-18,239,226,0,13,94.6
SBCG,Outono,18-24,139,112,6,21,80.6
SBCG,Outono,TODOS,419,372,11,36,88.8
SBCG,Inverno,00-06,1,1,0,0,100.0
SBCG,Inverno,06-12,36,35,0,1,97.2
SBCG,Inverno,12-18,218,202,5,11,92.7
SBCG,Inverno,18-24,138,132,4,2,95.7
SBCG,Inverno,TODOS,393,370,9,14,94.1
SBCG,Primavera,00-06,0,0,0,0,
SBCG,Primavera,06-12,50,42,4,4,84.0
SBCG,Primavera,12-18,177,162,4,11,91.5
SBCG,Primavera,18-24,149,118,14,17,79.2
SBCG,Primavera,TODOS,376,322,22,32,85.6
SBCG,TODAS,00-06,1,1,0,0,100.0
SBCG,TODAS,06-12,207,184,10,13,88.9
SBCG,TODAS,12-18,830,760,13,57,91.6
SBCG,TODAS,18-24,563,442,50,71,78.5
SBCG,TODAS,TODOS,1601,1387,73,141,86.6
SBCH,Verao,00-06,0,0,0,0,
SBCH,Verao,06-12,0,0,0,0,
SBCH,Verao,12-18,0,0,0,0,
SBCH,Verao,18-24,0,0,0,0,
SBCH,Verao,TODOS,0,0,0,0,
SBCH,Outono,00-06,0,0,0,0,
SBCH,Outono,06-12,0,0,0,0,
SBCH,Outono,12-18,0,0,0,0,
SBCH,Outono,18-24,0,0,0,0,
SBCH,Outono,TODOS,0,0,0,0,
SBCH,Inverno,00-06,0,0,0,0,
SBCH,Inverno,06-12,0,0,0,0,
SBCH,Inverno,12-18,0,0,0,0,
SBCH,Inverno,18-24,0,0,0,0,
SBCH,Inverno,TODOS,0,0,0,0,
SBCH,Primavera,00-06,0,0,0,0,
SBCH,Primavera,06-12,0,0,0,0,
SBCH,Primavera,12-18,0,0,0,0,
SBCH,Primavera,18-24,0,0,0,0,
SBCH,Primavera,TODOS,0,0,0,0,
SBCH,TODAS,00-06,0,0,0,0,
SBCH,TODAS,06-12,0,0,0,0,
SBCH,TODAS,12-18,0,0,0,0,
SBCH,TODAS,18-24,0,0,0,0,
SBCH,TODAS,TODOS,0,0,0,0,
SBCI,Verao,00-06,0,0,0,0,
SBCI,Verao,06-12,0,0,0,0,
SBCI,Verao,12-18,0,0,0,0,
SBCI,Verao,18-24,0,0,0,0,
SBCI,Verao,TODOS,0,0,0,0,
SBCI,Outono,00-06,0,0,0,0,
SBCI,Outono,06-12,0,0,0,0,
SBCI,Outono,12-18,0,0,0,0,
SBCI,Outono,18-24,0,0,0,0,
SBCI,Outono,TODOS,0,0,0,0,
SBCI,Inverno,00-06,0,0,0,0,
SBCI,Inverno,06-12,0,0,0,0,
SBCI,Inverno,12-18,0,0,0,0,
SBCI,Inverno,18-24,0,0,0,0,
SBCI,Inverno,TODOS,0,0,0,0,
SBCI,Primavera,00-06,0,0,0,0,
SBCI,Primavera,06-12,0,0,0,0,
SBCI,Primavera,12-18,0,0,0,0,
SBCI,Primavera,18-24,0,0,0,0,
SBCI,Primavera,TODOS,0,0,0,0,
SBCI,TODAS,00-06,0,0,0,0,
SBCI,TODAS,06-12,0,0,0,0,
SBCI,TODAS,12-18,0,0,0,0,
SBCI,TODAS,18-24,0,0,0,0,
SBCI,TODAS,TODOS,0,0,0,0,
SBCN,Verao,00-06,0,0,0,0,
SBCN,Verao,06-12,0,0,0,0,
SBCN,Verao,12-18,0,0,0,0,
SBCN,Verao,18-24,0,0,0,0,
SBCN,Verao,TODOS,0,0,0,0,
SBCN,Outono,00-06,0,0,0,0,
SBCN,Outono,06-12,0,0,0,0,
SBCN,Outono,12-18,0,0,0,0,
SBCN,Outono,18-24,0,0,0,0,
SBCN,Outono,TODOS,0,0,0,0,
SBCN,Inverno,00-06,0,0,0,0,
SBCN,Inverno,06-12,0,0,0,0,
SBCN,Inverno,12-18,0,0,0,0,
SBCN,Inverno,18-24,0,0,0,0,
SBCN,Inverno,TODOS,0,0,0,0,
SBCN,Primavera,00-06,0,0,0,0,
SBCN,Primavera,06-12,0,0,0,0,
SBCN,Primavera,12-18,0,0,0,0,
SBCN,Primavera,18-24,0,0,0,0,
SBCN,Primavera,TODOS,0,0,0,0,
SBCN,TODAS,00-06,0,0,0,0,
SBCN,TODAS,06-12,0,0,0,0,
SBCN,TODAS,12-18,0,0,0,0,
SBCN,TODAS,18-24,0,0,0,0,
SBCN,TODAS,TODOS,0,0,0,0,
SBCO,Verao,00-06,0,0,0,0,
SBCO,Verao,06-12,0,0,0,0,
SBCO,Verao,12-18,0,0,0,0,
SBCO,Verao,18-24,0,0,0,0,
SBCO,Verao,TODOS,0,0,0,0,
SBCO,Outono,00-06,0,0,0,0,
SBCO,Outono,06-12,0,0,0,0,
SBCO,Outono,12-18,0,0,0,0,
SBCO,Outono,18-24,0,0,0,0,
SBCO,Outono,TODOS,0,0,0,0,
SBCO,Inverno,00-06,0,0,0,0,
SBCO,Inverno,06-12,0,0,0,0,
SBCO,Inverno,12-18,0,0,0,0,
SBCO,Inverno,18-24,0,0,0,0,
SBCO,Inverno,TODOS,0,0,0,0,
SBCO,Primavera,00-06,0,0,0,0,
SBCO,Primavera,06-12,0,0,0,0,
SBCO,Primavera,12-18,0,0,0,0,
SBCO,Primavera,18-24,0,0,0,0,
SBCO,Primavera,TODOS,0,0,0,0,
SBCO,TODAS,00-06,0,0,0,0,
SBCO,TODAS,06-12,0,0,0,0,
SBCO,TODAS,12-18,0,0,0,0,
SBCO,TODAS,18-24,0,0,0,0,
SBCO,TODAS,TODOS,0,0,0,0,
SBCR,Verao,00-06,0,0,0,0,
SBCR,Verao,06-12,0,0,0,0,
SBCR,Verao,12-18,0,0,0,0,
SBCR,Verao,18-24,0,0,0,0,
SBCR,Verao,TODOS,0,0,0,0,
SBCR,Outono,00-06,0,0,0,0,
SBCR,Outono,06-12,0,0,0,0,
SBCR,Outono,12-18,0,0,0,0,
SBCR,Outono,18-24,0,0,0,0,
SBCR,Outono,TODOS,0,0,0,0,
SBCR,Inverno,00-06,0,0,0,0,
SBCR,Inverno,06-12,0,0,0,0,
SBCR,Inverno,12-18,0,0,0,0,
SBCR,Inverno,18-24,0,0,0,0,
SBCR,Inverno,TODOS,0,0,0,0,
SBCR,Primavera,00-06,0,0,0,0,
SBCR,Primavera,06-12,0,0,0,0,
SBCR,Primavera,12-18,0,0,0,0,
SBCR,Primavera,18-24,0,0,0,0,
SBCR,Primavera,TODOS,0,0,0,0,
SBCR,TODAS,00-06,0,0,0,0,
SBCR,TODAS,06-12,0,0,0,0,
SBCR,TODAS,12-18,0,0,0,0,
SBCR,TODAS,18-24,0,0,0,0,
SBCR,TODAS,TODOS,0,0,0,0,
SBCT,Verao,00-06,1318,892,269,157,67.7
SBCT,Verao,06-12,1192,904,107,181,75.8
SBCT,Verao,12-18,1901,1619,175,107,85.2
SBCT,Verao,18-24,2223,1549,362,312,69.7
SBCT,Verao,TODOS,6634,4964,913,757,74.8
SBCT,Outono,00-06,1404,1029,231,144,73.3
SBCT,Outono,06-12,1007,624,135,248,62.0
SBCT,Outono,12-18,1925,1584,172,169,82.3
SBCT,Outono,18-24,1823,1516,176,131,83.2
SBCT,Outono,TODOS,6159,4753,714,692,77.2
SBCT,Inverno,00-06,1450,1022,322,106,70.5
SBCT,Inverno,06-12,1250,893,202,155,71.4
SBCT,Inverno,12-18,2110,1925,102,83,91.2
SBCT,Inverno,18-24,2215,1802,304,109,81.4
SBCT,Inverno,TODOS,7025,5642,930,453,80.3
SBCT,Primavera,00-06,1531,1144,219,168,74.7
SBCT,Primavera,06-12,1428,1082,224,122,75.8
SBCT,Primavera,12-18,2185,1828,255,102,83.7
SBCT,Primavera,18-24,2422,1876,323,223,77.5
SBCT,Primavera,TODOS,7566,5930,1021,615,78.4
SBCT,TODAS,00-06,5703,4087,1041,575,71.7
SBCT,TODAS,06-12,4877,3503,668,706,71.8
SBCT,TODAS,12-18,8121,6956,704,461,85.7
SBCT,TODAS,18-24,8683,6743,1165,775,77.7
SBCT,TODAS,TODOS,27384,21289,3578,2517,77.7
SBCX,Verao,00-06,0,0,0,0,
SBCX,Verao,06-12,0,0,0,0,
SBCX,Verao,12-18,0,0,0,0,
SBCX,Verao,18-24,0,0,0,0,
SBCX,Verao,TODOS,0,0,0,0,
SBCX,Outono,00-06,0,0,0,0,
SBCX,Outono,06-12,0,0,0,0,
SBCX,Outono,12-18,0,0,0,0,
SBCX,Outono,18-24,0,0,0,0,
SBCX,Outono,TODOS,0,0,0,0,
SBCX,Inverno,00-06,0,0,0,0,
SBCX,Inverno,06-12,0,0,0,0,
SBCX,Inverno,12-18,0,0,0,0,
SBCX,Inverno,18-24,0,0,0,0,
SBCX,Inverno,TODOS,0,0,0,0,
SBCX,Primavera,00-06,0,0,0,0,
SBCX,Primavera,06-12,0,0,0,0,
SBCX,Primavera,12-18,0,0,0,0,
SBCX,Primavera,18-24,0,0,0,0,
SBCX,Primavera,TODOS,0,0,0,0,
SBCX,TODAS,00-06,0,0,0,0,
SBCX,TODAS,06-12,0,0,0,0,
SBCX,TODAS,12-18,0,0,0,0,
SBCX,TODAS,18-24,0,0,0,0,
SBCX,TODAS,TODOS,0,0,0,0,
SBCY,Verao,00-06,0,0,0,0,
SBCY,Verao,06-12,0,0,0,0,
SBCY,Verao,12-18,1,1,0,0,100.0
SBCY,Verao,18-24,118,60,46,12,50.8
SBCY,Verao,TODOS,119,61,46,12,51.3
SBCY,Outono,00-06,0,0,0,0,
SBCY,Outono,06-12,0,0,0,0,
SBCY,Outono,12-18,1,1,0,0,100.0
SBCY,Outono,18-24,158,126,25,7,79.7
SBCY,Outono,TODOS,159,127,25,7,79.9
SBCY,Inverno,00-06,1,1,0,0,100.0
SBCY,Inverno,06-12,0,0,0,0,
SBCY,Inverno,12-18,6,6,0,0,100.0
SBCY,Inverno,18-24,157,149,5,3,94.9
SBCY,Inverno,TODOS,164,156,5,3,95.1
SBCY,Primavera,00-06,0,0,0,0,
SBCY,Primavera,06-12,0,0,0,0,
SBCY,Primavera,12-18,2,2,0,0,100.0
SBCY,Primavera,18-24,128,81,42,5,63.3
SBCY,Primavera,TODOS,130,83,42,5,63.8
SBCY,TODAS,00-06,1,1,0,0,100.0
SBCY,TODAS,06-12,0,0,0,0,
SBCY,TODAS,12-18,10,10,0,0,100.0
SBCY,TODAS,18-24,561,416,118,27,74.2
SBCY,TODAS,TODOS,572,427,118,27,74.7
SBDB,Verao,00-06,0,0,0,0,
SBDB,Verao,06-12,0,0,0,0,
SBDB,Verao,12-18,0,0,0,0,
SBDB,Verao,18-24,0,0,0,0,
SBDB,Verao,TODOS,0,0,0,0,
SBDB,Outono,00-06,0,0,0,0,
SBDB,Outono,06-12,0,0,0,0,
SBDB,Outono,12-18,0,0,0,0,
SBDB,Outono,18-24,0,0,0,0,
SBDB,Outono,TODOS,0,0,0,0,
SBDB,Inverno,00-06,0,0,0,0,
SBDB,Inverno,06-12,0,0,0,0,
SBDB,Inverno,12-18,0,0,0,0,
SBDB,Inverno,18-24,0,0,0,0,
SBDB,Inverno,TODOS,0,0,0,0,
SBDB,Primavera,00-06,0,0,0,0,
SBDB,Primavera,06-12,0,0,0,0,
SBDB,Primavera,12-18,0,0,0,0,
SBDB,Primavera,18-24,0,0,0,0,
SBDB,Primavera,TODOS,0,0,0,0,
SBDB,TODAS,00-06,0,0,0,0,
SBDB,TODAS,06-12,0,0,0,0,
SBDB,TODAS,12-18,0,0,0,0,
SBDB,TODAS,18-24,0,0,0,0,
SBDB,TODAS,TODOS,0,0,0,0,
SBDN,Verao,00-06,0,0,0,0,
SBDN,Verao,06-12,0,0,0,0,
SBDN,Verao,12-18,0,0,0,0,
SBDN,Verao,18-24,0,0,0,0,
SBDN,Verao,TODOS,0,0,0,0,
SBDN,Outono,00-06,0,0,0,0,
SBDN,Outono,06-12,0,0,0,0,
SBDN,Outono,12-18,0,0,0,0,
SBDN,Outono,18-24,0,0,0,0,
SBDN,Outono,TODOS,0,0,0,0,
SBDN,Inverno,00-06,0,0,0,0,
SBDN,Inverno,06-12,0,0,0,0,
SBDN,Inverno,12-18,0,0,0,0,
SBDN,Inverno,18-24,0,0,0,0,
SBDN,Inverno,TODOS,0,0,0,0,
SBDN,Primavera,00-06,0,0,0,0,
SBDN,Primavera,06-12,0,0,0,0,
SBDN,Primavera,12-18,1,1,0,0,100.0
SBDN,Primavera,18-24,0,0,0,0,
SBDN,Primavera,TODOS,1,1,0,0,100.0
SBDN,TODAS,00-06,0,0,0,0,
SBDN,TODAS,06-12,0,0,0,0,
SBDN,TODAS,12-18,1,1,0,0,100.0
SBDN,TODAS,18-24,0,0,0,0,
SBDN,TODAS,TODOS,1,1,0,0,100.0
SBDO,Verao,00-06,0,0,0,0,
SBDO,Verao,06-12,0,0,0,0,
SBDO,Verao,12-18,0,0,0,0,
SBDO,Verao,18-24,0,0,0,0,
SBDO,Verao,TODOS,0,0,0,0,
SBDO,Outono,00-06,0,0,0,0,
SBDO,Outono,06-12,0,0,0,0,
SBDO,Outono,12-18,0,0,0,0,
SBDO,Outono,18-24,0,0,0,0,
SBDO,Outono,TODOS,0,0,0,0,
SBDO,Inverno,00-06,0,0,0,0,
SBDO,Inverno,06-12,0,0,0,0,
SBDO,Inverno,12-18,0,0,0,0,
SBDO,Inverno,18-24,0,0,0,0,
SBDO,Inverno,TODOS,0,0,0,0,
SBDO,Primavera,00-06,0,0,0,0,
SBDO,Primavera,06-12,0,0,0,0,
SBDO,Primavera,12-18,0,0,0,0,
SBDO,Primavera,18-24,0,0,0,0,
SBDO,Primavera,TODOS,0,0,0,0,
SBDO,TODAS,00-06,0,0,0,0,
SBDO,TODAS,06-12,0,0,0,0,
SBDO,TODAS,12-18,0,0,0,0,
SBDO,TODAS,18-24,0,0,0,0,
SBDO,TODAS,TODOS,0,0,0,0,
SBEG,Verao,00-06,0,0,0,0,
SBEG,Verao,06-12,0,0,0,0,
