ident,latitude_deg,longitude_deg,iata_code
SI4U,-16.843984,-47.36216,
SD4O,-16.710943,-47.521764,
SNW9,-8.840036,-43.961476,
BR-2614,-14.595143,-50.146908,
BR-3173,-14.54722,-50.6536,
BR-0153,-14.538299,-49.934767,
SID7,-14.222938,-50.152229,
BR-0609,-11.229722,-48.939444,
SI6F,-11.125128,-49.11875,
SSAK,-28.657934,-53.610095,CZB
SD2N,-28.720743,-53.645259,
SSTY,-25.556813,-53.166547,
SWXJ,-15.595769,-56.003992,
BR-3054,-15.469677,-56.051903,
BR-3071,-15.490542,-55.814774,
SJFI,-15.645028,-55.990239,
SICQ,-15.554542,-55.690899,
BR-2364,-6.485886,-36.137198,
SNS6,-9.478919,-62.803341,
SD1B,-8.812264,-62.406175,
SJG7,-9.461056,-62.417289,
SNKJ,-8.33482,-51.446711,
SNVA,-7.987500190734863,-50.63166809082031,
SNYH,-8.700599,-51.172743,
BR-2678,-8.32902,-51.100767,
BR-1617,-8.458121,-50.990698,
SJX7,-7.889998,-50.702877,
SJBC,-8.989448,-51.215305,
BR-1419,-8.43846,-51.284519,
SJ3S,-9.283696,-51.360567,
BR-0986,-8.475134,-51.663419,
SJ63,-9.475,-51.226944,
BR-3284,-8.591458,-51.380175,
SNZ3,-8.900694,-51.566678,
SNJ9,-8.651931,-51.476387,
BR-2155,-9.155566,-40.091661,
SS6V,-9.687297,-44.231434,
SI63,-10.025434,-44.316395,
SDR2,-6.34078,-49.576567,
SSKU,-27.286827,-50.604832,
BR-0381,-8.99928,-44.591333,
SNKN,-6.280832767486572,-36.540279388427734,QCP
BR-0196,-1.797103,-49.801873,
SI2B,-5.544444,-42.828333,
BR-2977,-1.541389,-55.180557,
BR-0073,-2.289123,-55.477823,
BR-1659,-0.75629,-47.86161,
BR-1244,-1.862148,-44.872664,
BR-2853,-1.301944,-44.904999,
BR-2235,-1.820006,-44.864065,CPU
SNQV,-18.749965,-44.458427,
BR-1126,-18.9647,-44.271784,
BR-0554,-18.917222,-44.454444,
BR-2455,-8.228333,-37.75639,
BR-3177,1.156667,-50.330276,
BR-1002,-14.463875,-46.304122,
BR-1141,-6.831574,-47.817961,
SIME,-5.583771,-47.428032,
BR-0717,-20.281975,-46.945413,
SJ6F,-21.959741,-54.197024,
SJ7F,-22.329444,-54.170833,
BR-2973,-22.034728,-54.190412,
SIVQ,-22.082222,-54.201111,
BR-2674,-21.975166,-54.139804,
SJ62,-22.646685,-52.947378,
BR-0428,-22.633037,-52.808518,
SNDT,-18.232000351,-43.650398254399995,DTI
SIXP,-14.0723,-57.450699,
SWDM,-14.3769,-56.400398,DMT
BR-3047,-14.283611,-57.700558,
BR-3049,-13.116944,-56.167221,
BR-3126,-12.166944,-56.53389,
BR-3128,-12.289167,-56.53389,
BR-3138,-13.916944,-56.65889,
SJHO,-13.944093,-57.103978,
SNQI,-14.118056297302246,-57.34111022949219,
BR-2536,-14.185556,-57.550556,
SIWI,-13.927482,-57.242759,
BR-2538,-14.125,-56.936111,
SIIZ,-14.165164,-57.158732,
BR-0974,-14.507296,-56.302743,
SISV,-13.897372,-57.104208,
SI7F,-14.153958,-57.258375,
BR-1293,-14.187687,-57.518331,
BR-1402,-13.913668,-57.479594,
BR-1749,-13.898657,-57.414607,
SN6G,-14.176111,-56.6175,
SSA6,-13.743406,-57.347983,
SDQ7,-11.47074,-46.543407,
SWDN,-11.5954,-46.846699,DNO
BR-3168,-11.557041,-46.985109,
BR-1951,-26.288337,-53.630779,
BR-0452,-20.242657,-44.806349,
BR-0033,-13.2956,-46.379,
SNLZ,-9.431943893429999,-49.5911102295,
BR-0604,-9.499722,-49.629167,
SS9V,-9.890994,-49.17795,
SS2U,-9.544956,-49.433358,
SNJJ,-20.715278,-55.379722,
BR-2383,-20.746944,-55.357224,
BR-1410,-20.478723,-55.325597,
SJ3A,-20.585964,-55.230008,
SNT2,-9.5554,-49.018006,
BR-0210,-9.25308,-49.055964,
SIOE,-25.793554,-53.035909,
BR-1861,-15.430446,-54.738151,
SS7Y,-15.497105,-54.583738,
BR-0118,-15.82961,-54.933281,
SWKJ,-15.398056030273438,-54.608333587646484,
BR-2771,-16.879745,-46.233015,
BR-1465,-4.435556,-47.598611,
BR-1549,-4.537222,-47.865556,
SSFC,-31.0225,-54.621667,
BR-2622,-30.934636,-55.081844,
BR-2976,-30.919438,-54.46896,
BR-2631,-22.296667,-54.941387,
BR-2714,-21.990278,-55.113056,
BR-2908,-21.993932,-54.245632,
SN5R,-21.994232,-54.316331,
SJ2A,-22.286278,-54.62038,
BR-1477,-22.093765,-55.375586,
SD4U,-22.235392,-54.71424,
SIV9,-16.717362,-52.765535,
SS1M,-16.5785,-52.52288,
SWQL,-16.6825008392334,-52.252498626708984,
BR-2344,-22.482778,-49.467043,
SS7Z,-11.298736,-49.63974,
SWJU,-11.543398,-49.493044,
BR-1314,-11.411916,-49.385943,
BR-1636,-22.641944,-43.373611,
BR-3081,-17.621323,-50.142009,
BR-1879,-17.306389,-49.960833,
SJFM,-23.838938,-54.24448,
BR-2612,-23.819271,-54.253125,
BR-2845,-23.663821,-54.079044,
BR-2927,-30.060394,-51.43752,
SSMK,-30.073333740234375,-51.40972137451172,
BR-0645,-23.065919,-47.324478,
SJ23,-15.648889,-40.835833,
BR-1766,-23.710653,-52.166173,
SJHW,-17.295497,-43.958836,
BR-2560,-11.960411,-38.00278,
BR-1373,-7.443862,-70.019172,
SD7F,-10.783142,-68.569479,
BR-0168,-16.433654,-44.056839,
BR-0106,-3.896953,-42.260735,
BR-0083,-11.547936,-61.022681,
BR-2774,-11.773209,-37.951097,
BR-2637,-11.782689,-38.060583,
SNOD,-11.421918,-37.323831,
SDCT,-22.232574,-46.969278,
BR-0507,-13.781944,-49.088611,
SNEU,-10.527299880981445,-39.03269958496094,
SJWX,-22.57281,-52.51561,
SIR8,-16.392782,-39.553869,
BR-1185,-16.195423,-39.5175,
SW2A,-16.293641,-39.559424,
SS6E,-3.84334,-38.445139,
BR-0079,-9.771308,-66.331287,
BR-0072,-2.131061,-56.732522,
SS4C,-23.394825,-49.48905,
SDFN,-23.474781,-49.546308,
BR-0152,-10.755197,-48.915027,
SICP,-23.972223,-51.327891,
BR-0468,-10.150683,-52.286279,
BR-0269,-20.494047,-53.287484,
BR-0154,-13.738055,-50.014167,
SNOU,-8.141213,-70.340821,FEJ
SN6Q,-6.895536,-46.626011,
SNXV,-18.7582,-45.107601,
BR-1719,-18.852155,-44.917945,
BR-0981,-29.447939,-51.295476,
BR-3291,-12.23826,-54.731654,
SJR6,-12.183177,-54.40029,
BR-2151,-11.920675,-54.128331,
SN2P,-12.279932,-54.657458,
SJF8,-12.724284,-55.112014,
SINZ,-25.438527,-50.527904,
SNN7,-6.317298,-45.454425,
SN2A,-6.258333,-45.6525,
SJ99,-6.354167,-45.296667,
SN7R,-5.986652,-45.445562,
BR-2963,-22.337221,-49.543056,
SNXE,0.993333,-51.120833,
BR-2720,-18.817778,-53.865002,
BR-1479,-18.697828,-54.373611,
SS2V,-18.649875,-54.197194,
BR-0716,-18.719819,-54.300367,
BR-0719,-18.803839,-53.710504,
BR-0689,-12.243622,-48.970624,
BR-0146,-12.149681,-49.184142,
BR-3237,-15.558611,-58.586944,
BR-3244,-15.566667,-58.616111,
SNDA,-15.381944,-58.649722,
BR-1470,-22.880096,-43.240526,
SIFQ,-29.044699,-51.143836,
SILM,-14.466194,-46.870703,
BR-3191,-14.265278,-47.0275,
BR-1135,-14.802849,-46.656978,
SNJ8,-14.659017,-47.036847,
SNA8,-7.250256,-49.242853,
SJL6,-7.462254,-49.361262,
BR-2281,-22.920834,-51.351944,
SNQG,-6.84639,-43.077301,FLB
BR-0817,-27.469935,-48.471336,
SWOB,-2.5326099395800004,-66.0831985474,FBA
BR-0066,-3.791178,-55.470674,
SWVW,-20.53527,-45.603935,
SDIC,-20.712823,-45.689798,
SWFR,-15.5551,-47.345699,
SDKJ,-11.0216,-45.186699,
BR-0745,-10.351296,-45.564155,
BR-0814,-11.598436,-46.026589,
SWAX,-10.748889,-45.845278,
BR-1032,-11.294515,-46.028316,
BR-1038,-11.21117,-45.845168,
BR-0671,-10.966565,-46.26199,
BR-0465,-11.180094,-45.938674,
BR-0590,-11.227551,-46.036963,
BR-0599,-10.628026,-45.742818,
BR-0632,-11.358406,-46.166274,
SN4R,-13.541667,-45.596944,
SJH8,-10.380556,-45.5225,
SN3X,-11.260589,-45.944185,
SJ7A,-11.593734,-46.117797,
SI8P,-10.633889,-45.490278,
SI8Q,-11.536012,-46.138744,
SI3X,-10.796956,-45.628742,
SJN9,-11.034167,-46.103333,
SS7Q,-11.181777,-46.438773,
SS69,-11.031722,-46.357139,
SD1R,-10.744547,-45.657328,
SS2W,-10.256492,-45.669944,
SS1P,-10.706835,-45.409719,
BR-1878,-10.56544,-45.700335,
SIY7,-10.557178,-45.854519,
SNM8,-11.118944,-45.124689,
BR-1270,-11.449444,-46.4725,
BR-1276,-10.703416,-45.389524,
BR-1078,-11.270876,-45.607845,
BR-1602,-10.678452,-45.833665,
SJ3X,-10.801667,-45.743056,
SDX2,-11.408361,-45.619024,
BR-1514,-11.258404,-45.693319,
BR-1536,-10.592571,-45.751018,
BR-1383,-11.275317,-45.237934,
SI8R,-10.930164,-46.049491,
BR-0149,-11.81529,-49.570035,
BR-0150,-11.782479,-49.571696,
SS93,-12.013642,-49.684296,
SWCJ,-11.835873,-49.712237,
SWCU,-11.975223,-49.9037,
SWKE,-11.50861,-49.84222,
SJ9M,-5.521257,-43.915,
BR-2773,-5.815404,-44.133625,
SWFU,-16.16694450378418,-59.50055694580078,
BR-0158,-11.324983,-58.351633,
SI39,-17.301743,-44.250241,
BR-0778,-16.123689,-43.520276,
SJ8E,-18.498206,-41.867056,
SSFL,-7.100147,-40.628379,
SDG5,-20.182771,-49.280558,
SWQO,-20.387728,-48.915386,
SWYS,-19.929763,-49.122725,
SDSE,-21.472486,-50.619578,
BR-0209,-10.604769,-46.249508,
BR-1010,-14.967862,-43.31548,
SDGC,-22.181484,-49.656346,
SIZS,-13.536658,-53.440619,
SIGO,-13.336665,-53.957779,
SJWL,-13.58332,-53.982009,
BR-3226,-13.181,-53.27585,
SS4O,-13.204772,-53.647239,
BR-0791,-13.031392,-52.980912,
BR-0908,-13.602402,-53.544488,
BR-0596,-13.626667,-53.264722,
SD7O,-13.734591,-53.616987,
SSB2,-13.210521,-52.959612,
SD1I,-13.486176,-53.945414,
SDX1,-13.176656,-53.952017,
SNF6,-13.699306,-53.218031,
BR-1194,-13.349073,-53.650808,
BR-1080,-13.060917,-53.003564,
BR-1083,-13.156267,-53.250569,
SI6K,-13.166967,-53.851483,
SBGP,-21.773701,-48.405102,
SJAW,-21.724679,-48.377154,
SNU8,-15.371819,-53.259392,
BR-0756,-15.38341,-53.459209,
SWWI,-15.678333,-53.5825,
BR-2389,-15.41007,-53.335973,
SNGT,-11.441699981689453,-42.5181999206543,
SDHC,-21.86889,-49.981367,
SNRN,-21.808889389038086,-49.97111129760742,
SJI2,-9.374385,-45.210352,
SS62,-9.360494,-45.334419,
BR-0321,-9.400432,-45.129098,
SNGB,-9.830924,-45.368457,
SDV4,-5.223333,-38.016111,
BR-1154,-21.328552,-50.192936,
SI7G,-22.336858,-54.184656,
SWLU,-29.886634,-50.736516,
SIPE,-7.65601,-34.856499,
SWGD,-18.174926,-48.211119,
BR-3109,-15.171944,-48.953056,
BR-3230,-3.900002,-48.881387,
SDT2,-4.036944,-49.183611,
SBON,-7.615933,-47.452097,
BR-3272,-8.068472,-47.46485,
BR-0218,-7.707254,-47.330409,
SDL6,-17.989167,-50.020278,
SWMB,-17.977222442626953,-49.58833312988281,
SIWM,-17.988193,-49.538319,
BR-1284,-24.210217,-53.009151,
BR-0780,-24.209289,-53.182276,
SI9Z,-24.203882,-52.982906,
SSGW,-24.220459,-53.044453,
BR-1473,-25.047222,-51.923056,
BR-1343,-5.045325,-44.046959,
SNGR,-7.783610820770264,-51.133888244628906,
SJNV,-18.431389,-50.256111,
SS6L,-4.95412,-44.25049,
SI9S,-10.6525,-62.896667,
SDOE,-5.719401,-45.779741,
SIHB,-5.455833,-46.0625,
SJ43,-5.90966,-46.288489,
BR-1581,-6.225055,-46.230843,
SJAH,-5.773889,-45.164722,
BR-0621,-5.941306,-46.254738,
SS99,-28.144761,-49.284758,
SDWI,-8.17,-35.63,
GCV,-29.9494,-50.98505,GCV
SNGD,-6.782219886779785,-43.58219909667969,GDP
SNC6,-6.887084,-43.870709,
SSJC,-29.983505,-51.301625,
BR-3222,-21.528889,-49.743333,
SDGJ,-21.907652,-49.856334,
SDGB,-20.27688,-48.182671,
BR-2234,-20.483834,-48.373594,
SWRG,-10.825833320617676,-65.2286148071289,
SNR7,-10.636175,-65.02235,
BR-0402,-20.761307,-45.986143,
SWFV,-20.722335,-45.864788,
BR-3199,-23.429444,-50.167778,
SDKQ,-20.190423,-49.051117,
BR-2343,-20.310833,-48.976944,
BR-0087,-8.871896,-48.501531,
BR-1311,-26.422639,-48.876919,
SSNM,-9.962281,-54.884974,
BR-2549,-9.658493,-54.951004,
SIO4,-25.331439,-51.978144,
SD6Z,-23.220556,-50.6075,
BR-1417,-21.37893,-50.689537,
SIEA,-21.466359,-50.79856,
SIJG,-21.443322,-50.725465,
SDGK,-21.494996,-50.736034,
BR-1282,-16.344585,-39.686948,
BR-3290,-17.760798,-47.110088,
SNI2,-17.916846,-47.155226,
BR-0851,-17.893674,-47.244043,
SNSR,-17.54789924621582,-46.97869873046875,
BR-2257,-21.404444,-48.303333,
SDSV,-21.333695,-48.171099,
SDZR,-21.406152,-48.315911,
BR-3073,-14.644722,-49.816387,
BR-1315,-21.429813,-47.901572,
SS9C,-21.550775,-47.977305,
SNGX,-21.325766,-46.730835,
BR-0890,-21.473518,-55.878868,
SNYW,-2.109444,-44.651114,GMS
BR-3220,-16.156667,-53.009722,
BR-0056,-16.283479,-53.770679,
BR-0057,-16.3482,-53.7786,
SD2K,-16.266389,-53.430278,
BR-1559,-16.290087,-53.45204,
SS8S,-16.263142,-53.397239,
BR-0251,-16.474263,-53.911738,
BR-0550,-16.235051,-53.41453,
SN9B,-16.278239,-53.667453,
SNAD,-3.327482,-46.777507,
BR-1379,-21.868902,-50.308953,
SS2P,-17.015222,-49.205372,
SIO2,-4.395833,-40.375578,
BR-0945,-7.564006,-62.814347,
BR-2215,-14.107609,-46.666918,
SNNJ,-14.21848,-46.839056,
SIV3,-13.962158,-46.804631,
SSAI,-14.10529,-46.797615,
BR-1184,-14.141414,-46.684302,
BR-3206,-21.918889,-50.64074,
SJUL,-22.877777099609375,-49.037776947021484,
SBQM,-22.765333,-53.908334,
SBQJ,-23.846436,-50.208429,
SSIS,-22.047778,-48.097222,
SD4Y,-16.770461,-44.792445,
BR-2792,-8.532864,-37.674186,
BR-0663,-23.28741,-51.091345,
BR-2349,-22.799875,-50.047003,
SSIR,-28.604168,-53.078888,
SDEO,-21.878599,-48.659401,
SNIT,-12.168600082397461,-43.22209930419922,
SJSL,-23.350885,-53.499599,
SN8E,-22.643889,-51.066389,
SDWK,-20.001667022705078,-47.76750183105469,
SNDD,-3.692355,-45.26903,
BR-2789,-1.126959,-47.598753,
BR-0856,-7.84515,-34.891529,
SS27,-13.847875,-39.296128,
SI72,-23.188611,-51.801389,
SSHN,-23.2450008392334,-51.87555694580078,
SNWD,-23.430278778076172,-54.608333587646484,
SNZC,-23.333609,-54.508514,
SSGN,-23.236148,-54.540208,
SJIF,-23.407549,-54.749171,
SIOQ,-23.50549,-54.309314,
BR-2956,-23.597221374512,-54.645832061768,
SSTK,-23.682777404785156,-54.53972244262695,
SSYL,-23.341110229492188,-54.56888961791992,
SS38,-23.144517,-54.507746,
SJ3C,-23.545278,-54.360833,
BR-0916,-23.507238,-54.818137,
SDBV,-24.869,-47.7625,
SDTX,-20.54064,-51.356352,
SNSX,-20.357312,-51.255308,
SNWM,-20.387468,-51.197617,
BR-1598,-14.658333,-39.079167,
SD1U,-28.269354,-48.888011,
SJ4I,-8.906813,-37.928287,
SD3L,-5.448889,-40.2225,
BR-0245,-5.376942,-40.29623,
BR-2600,-19.990557,-50.266109,
SI88,-17.422222,-50.086111,
BR-0631,-17.153917,-50.014445,
BR-0904,-15.347004,-58.572064,
BR-3050,-15.285848,-58.533251,
SDO9,-19.443856,-44.490671,
SI4X,-15.457928,-41.59385,
SD5Q,-19.760682,-51.896498,
BR-1625,-19.923333,-52.160833,
BR-2943,-19.38138961792,-52.309722900391,
SSKC,-19.292785,-52.05937,
SSSW,-19.722091,-51.950343,
SSXQ,-19.330599,-51.971108,
SSOJ,-19.979167,-51.735,
SDRU,-21.693334,-50.9359,
BR-2996,-21.74388885498,-50.947498321533,
SWIP,-17.685541,-48.161541,
SJO7,-19.832517,-41.696153,
SNIV,-18.646843,-49.88542,
BR-0327,-18.681382,-49.987223,
SNIU,-14.173538,-39.68399,IPU
BR-2217,-20.703899,-49.391399,
BR-1538,-12.283889,-40.091389,
BR-0705,-11.629566,-55.905069,
SI9X,-11.93359,-56.154309,
SD7X,-12.139167,-56.1225,
SN4P,-11.91965,-56.073895,
BR-1182,-12.214407,-55.98707,
SS6T,-12.367307,-56.252532,
SJHE,-12.088032,-55.992689,
BR-0261,-7.036471,-71.687788,
SWNU,-3.161266,-48.106084,
SS43,-3.433903,-48.820592,
BR-2800,-2.385896,-47.846821,
SNNC,-2.820278,-47.893055,
BR-2169,-2.52331,-47.517399,
SNJ2,2.260722,-61.064676,
SIZ4,2.089656,-61.824728,
BR-0376,1.887366,-62.018592,
BR-2652,2.499447,-63.728696,
SJMD,2.7227799892425537,-62.95029830932617,
BR-2740,-27.217627,-53.27253,
SJIR,-13.31104,-40.878315,
BR-0797,-13.404253,-41.010692,
BR-1745,-3.056789,-60.849945,
BR-0920,-3.754444,-39.951667,
BR-0441,-16.734146,-39.43033,
SNIB,-12.5,-40.269901,
BR-0133,-16.023533,-49.76983,
SJU9,-16.025536,-49.703703,
BR-0526,-22.712506,-42.84233,
BR-2152,-14.8105,-39.290401,ITN
SNF3,-8.746322,-47.597106,
SNW4,-15.321273,-44.008524,
SNZK,-15.0243,-44.039101,
SS67,-28.712415,-55.478389,
SS7L,-28.718544,-55.267326,
SSYI,-13.055395,-40.833663,
BR-0807,-15.931687,-49.678005,
BR-2553,-23.309444,-49.0725,
BR-1652,-4.72725,-37.83157,
SD9D,-5.357596,-57.140031,
SDD9,-5.258659,-57.471703,
SJ27,-5.403056,-57.168056,
SD9B,-7.564035,-56.711844,
BR-1034,-5.453888,-57.455147,
BR-0391,-5.359444,-57.520007,
BR-1357,-4.324334,-56.088057,
BR-1367,-5.353282,-57.474482,
BR-1222,-6.802758,-56.489808,
BR-1264,-5.745327,-56.388601,
BR-1158,-6.105115,-56.290019,
SBOW,-4.186313,-56.059897,
BR-1481,-7.884148,-56.557596,
BR-1519,-5.808115,-56.442078,
SJ6N,-6.373263,-56.266211,
SIN9,-7.760187,-56.695337,
BR-1902,-5.793699,-57.051865,
BR-1903,-5.490195,-57.214889,
SIN3,-6.70403,-56.265243,
SIE8,-7.89655,-56.684725,
SN82,-5.371944,-57.135278,
SNG4,-7.33462,-56.620045,
SI5A,-6.659883,-56.196381,
SS3I,-6.261964,-55.834708,
SSC3,-7.146892,-56.724153,
BR-1786,-6.227175,-55.631012,
BR-1841,-5.760369,-56.891198,
SJJ8,-7.443851,-56.47993,
SJK6,-5.695384,-56.546634,
SN2R,-4.302887,-56.075102,
BR-1828,-6.422403,-55.44731,
BR-2506,-5.583134,-56.645415,
BR-2507,-7.2202777862549,-56.166667938232,
BR-2508,-5.1061110496521,-57.482498168945,
BR-2513,-7.154167175293,-56.636112213135,
BR-2521,-7.2329,-56.673055,
BR-2523,-5.200349,-57.590484,
BR-2528,-6.420052,-56.049438,
SIVR,-7.629534,-56.746169,
BR-2540,-7.844432,-56.664543,
SIWV,-7.856935,-56.716441,
BR-2546,-4.976288,-56.924028,
BR-2558,-5.952222,-56.543331,
BR-2593,-6.9663,-56.473868,
BR-2601,-5.521627,-57.109638,
SJGE,-6.083471,-56.29239,
BR-2644,-7.833142,-56.540272,
SJKH,-7.42367,-56.339181,
BR-2651,-6.078767,-56.389514,
BR-2655,-6.62004,-56.694332,
BR-2671,-6.125325,-56.399391,
BR-2677,-7.118999,-56.809266,
BR-2688,-7.640309,-56.78745,
SJSE,-6.3197221755981445,-55.79499816894531,
BR-2765,-7.093676,-56.851664,
BR-2769,-5.179351,-57.621524,
BR-2777,-6.062265,-56.302897,
BR-2780,-7.195416,-57.048404,
SNIF,-5.717222213745117,-56.43611145019531,
BR-2790,-6.816944,-56.550556,
BR-2801,-6.8444437980652,-56.589443206787,
BR-2805,-5.6916,-56.490913,
SNMD,-6.837733,-56.843234,
BR-2850,-4.291389,-56.087502,
BR-2876,-6.264623,-55.778931,
SNXR,-7.389945,-56.520532,
BR-2884,-7.009006,-56.904687,
BR-2889,-5.320287,-56.664691,
SNYR,-5.942021,-56.552703,
BR-2896,-7.228611,-56.232777,
SIID,-6.819947,-56.841396,
SIIN,-7.594391,-56.699019,
SIJZ,-7.394722,-56.764721,
BR-1843,-6.393807,-56.289623,
BR-3198,-6.84,-56.586667,
SDWX,-6.156449,-56.418924,
SSEU,-7.281926,-56.582297,
SNRB,-4.31616,-56.108461,
SJ6V,-18.871388,-51.590484,
BR-0034,-19.068,-51.53,
SWJL,-19.04111099243164,-51.25944519042969,
BR-1848,-15.033421,-39.664571,
SN6T,-17.038931,-39.599414,
BR-2791,-17.849179,-42.865248,
BR-0264,-6.41454,-68.257845,
SWZL,-18.147591,-41.715044,ITI
SSMP,-23.673252,-52.01039,
SS9O,-12.30665,-38.012636,
SDCR,-24.068469,-46.827228,
SI96,-12.258056,-56.4425,
BR-1892,-12.017364,-56.840841,
BR-0424,-20.405833,-44.997778,
BR-2784,-20.434444,-45.138332,
BR-0693,-25.998333,-52.926667,
SDUN,-21.219299316399997,-41.8759002686,ITP
SNIP,-15.244500160217285,-40.277198791503906,QIT
SDEJ,-23.666115,-48.072935,
SDFL,-23.580552,-48.282217,
SDYB,-23.784526,-48.338362,
SIVE,-23.503805,-48.000453,
SDQX,-23.867778,-48.805278,
BR-1129,-23.942989,-48.943656,
SDW3,-24.029722,-48.97386,
BR-0335,-3.511518,-39.643354,
SDFT,-22.415132,-46.808977,
SDHE,-22.492182,-46.843409,
BR-0071,-2.736772,-58.026525,
SSYT,-27.1425,-53.685799,
SD2G,-27.109423,-53.777567,
BR-0299,-15.814734,-50.607237,
SWMH,-15.542222023010254,-51.01777648925781,
BR-0042,-15.3751,-51.045702,
BR-3161,-21.561111,-48.798611,
BR-0886,-21.621,-48.794454,
SD7N,-21.953501,-54.814668,
SSPO,-22.009166717499998,-54.789722442599995,
BR-2992,-22.002501,-54.974167,
SSHD,-22.001521,-54.904273,
BR-0214,-8.564261,-48.702882,
SIBZ,-7.31166,-38.112701,
BR-1576,-11.118369,-37.208696,
SSUY,-20.640499,-51.476898,
BR-0136,-15.545172,-49.944283,
BR-0317,-29.162495,-56.517523,
BR-1423,-29.300996,-55.888996,
BR-1336,-29.308056,-56.192778,
SIVZ,-29.187105,-56.543949,
SSIQ,-29.171981,-56.538343,ITQ
SS28,-23.559404,-54.199582,
SIXK,-23.167497,-54.202307,
BR-1294,-23.510387,-54.251695,
SDF2,-23.303461,-53.899779,
BR-0707,-23.280753,-54.186042,
SIMY,-23.211108,-54.095982,
SNWG,-23.582209,-54.048893,
BR-2931,-23.261543,-54.051104,
BR-2934,-23.413937,-54.013517,
SSKF,-23.344521,-53.872329,
SJMR,-23.457518,-54.300302,
SSIF,-23.562109,-54.030358,
BR-1654,-2.91477,-39.95545,
SD8X,-19.069226,-50.990664,
SJ49,-18.776389,-51.534167,
BR-0038,-18.7807,-51.3587,
SWKR,-18.670000076300003,-51.585277557400005,
BR-2697,-19.007837,-50.951318,
SJBZ,-18.958246,-51.110233,
SIZI,-18.755003,-51.477224,
SJFQ,-22.949012,-48.664874,
SJZW,-23.288179,-48.737621,
BR-0418,-23.138611,-48.495278,
BR-2165,-20.755301,-46.750198,
SIN7,-11.077283,-55.772297,
SIO7,-10.911928,-55.357594,
SNM7,-11.088697,-55.647903,
BR-2522,-11.140121,-55.880019,
SWKV,-10.900833129882812,-55.858333587646484,
BR-1322,-20.07486,-44.653516,
BR-0646,-22.766667,-52.876944,
SNHU,-4.57,-47.47,
BR-0598,-4.56463,-47.544895,
BR-1510,-4.376389,-47.438056,
BR-1929,-4.653611,-47.504444,
SJJ4,-4.711302,-47.652501,
SI3K,-4.282225,-47.146033,
SJ7S,-17.182506,-54.858036,
SN8W,-17.563064,-54.975464,
SD1C,-17.632492,-54.295199,
BR-0160,-17.181368,-54.151611,
SIR4,-17.443453,-54.887986,
SI2C,-17.491189,-54.162823,
BR-1486,-17.299475,-54.322444,
SDM7,-17.283171,-54.072218,
SDF3,-17.305857,-54.444204,
SDH3,-17.328333,-54.665,
BR-0769,-17.437936,-54.164421,
BR-0785,-17.49863,-54.309882,
SWBX,-17.491674,-55.222148,
BR-3080,-17.524061,-54.821186,
SWIX,-17.381132,-54.736104,
SWMO,-17.452777862548828,-54.74222183227539,
SWOK,-17.30555534362793,-53.93555450439453,
BR-3110,-17.507386,-55.408076,
BR-2736,-17.395832,-54.759724,
BR-2237,-22.168114,-47.892852,
BR-2544,-15.180278,-40.092777,
BR-0545,-23.173337,-47.41136,
SNYT,-13.8283,-41.302299,
SNFT,-13.834423,-38.989373,
SNZW,-13.731571,-39.140377,ITE
BR-2174,-18.935313,-49.473345,
SNYB,-19.002434,-49.487442,
BR-0176,-18.311111,-49.838194,
BR-0414,-23.185832,-47.060518,
SDWL,-23.191667556799995,-47.0750007629,
SNYU,-19.71799,-50.22018,
SSXZ,-19.747499465942383,-50.12916564941406,
BR-0191,-24.263589,-51.639318,
BR-2929,-23.322873,-53.468829,
SNQS,-22.304443359375,-54.030555725097656,
BR-2939,-22.295927,-53.848994,
BR-2954,-22.512005,-53.670661,
BR-0127,-16.602639,-50.828542,
SNJE,-14.795278,-46.005,
BR-2589,-14.547881,-45.778962,
BR-1326,-14.295406,-45.553271,
BR-1272,-20.595859,-48.372775,
BR-1093,-14.677303,-45.982337,
SJ3D,-13.86631,-45.165353,
SI8C,-14.315991,-45.811631,
SD4E,-14.049243,-45.718871,
BR-1556,-13.989422,-45.964874,
BR-1574,-14.497863,-45.924995,
SSB7,-14.18362,-45.844891,
SSC7,-14.407778,-45.702778,
SSA7,-14.134705,-45.420552,
BR-3295,-13.887178,-45.759025,
BR-0582,-14.639722,-45.804722,
BR-0736,-14.116552,-45.840876,
BR-0888,-14.370574,-45.5439,
BR-0929,-14.10095,-46.18116,
SN4D,-14.207778,-45.336667,
BR-1805,-13.930201,-45.554058,
SJ3Z,-14.261612,-45.982452,
BR-1836,-14.050531,-45.593456,
BR-1881,-14.098546,-46.135549,
BR-1597,-14.089517,-45.729561,
SDUD,-21.331926,-48.315786,
BR-2324,-21.284712,-48.163505,
SIVJ,-19.451074,-43.899779,
SNLG,-19.398611,-43.746387,
SWSI,-9.13939,-57.049462,
BR-1043,-9.149299,-56.917892,
BR-0581,-8.903746,-56.924769,
BR-3212,-8.88,-57.33,
BR-2524,-6.928867,-56.993902,
SIKQ,-7.237056,-57.103969,
SNFJ,-9.06277847290039,-56.59333419799805,
SNQW,-7.564736,-57.739871,
SNRQ,-6.1041669845581055,-57.37944412231445,
SNYJ,-6.135433,-57.401467,
SWJC,-15.971667289733887,-54.96861267089844,
BR-3166,-16.046143,-54.952598,
BR-0907,-16.071395,-55.096146,
SN3C,-16.04527,-55.13221,
SJ48,-15.915035,-55.304195,
